value.name,coeff,Model,Value
sigma,model.summary,model_1,0.05344993159408474
resid.sum.sqrs,model.summary,model_1,0.06285169412307143
total.cor,model.summary,model_1,0.9335127719133586
Iterations,model.summary,model_1,9
Estimate,a,model_1,400.2981440319665
Estimate,b,model_1,0.5207842100289849
Estimate,c,model_1,25.512478501877474
Std. Error,a,model_1,165.4229661619124
Std. Error,b,model_1,0.05955243420788623
Std. Error,c,model_1,16.84283336366416
t value,a,model_1,2.419846248193636
t value,b,model_1,8.744969319155388
t value,c,model_1,1.514737927462772
Pr(>|t|),a,model_1,0.024237622740603072
Pr(>|t|),b,model_1,1.3053186263588185e-8
Pr(>|t|),c,model_1,0.14407504563006768
sigma,model.summary,model_2,0.04941887994327524
resid.sum.sqrs,model.summary,model_2,0.05372896528665275
total.cor,model.summary,model_2,0.9046118938054154
Iterations,model.summary,model_2,8
Estimate,a,model_2,123.70757612931116
Estimate,b,model_2,0.32228804745134404
Estimate,c,model_2,7.05283882944003
Std. Error,a,model_2,53.270787151415625
Std. Error,b,model_2,0.03468884364635646
Std. Error,c,model_2,7.25176687783722
t value,a,model_2,2.322240438792235
t value,b,model_2,9.290827066390134
t value,c,model_2,0.9725683337939128
Pr(>|t|),a,model_2,0.029867817883349423
Pr(>|t|),b,model_2,4.5234153972443126e-9
Pr(>|t|),c,model_2,0.341340649217285
sigma,model.summary,model_3,0.09160242079249688
resid.sum.sqrs,model.summary,model_3,0.1846020768910046
total.cor,model.summary,model_3,0.735869457537324
Iterations,model.summary,model_3,11
Estimate,a,model_3,117.98373237587617
Estimate,b,model_3,0.34434164492017827
Estimate,c,model_3,21.256804591235547
Std. Error,a,model_3,100.916401464317
Std. Error,b,model_3,0.06526694027675023
Std. Error,c,model_3,22.67106749741245
t value,a,model_3,1.1691234592584436
t value,b,model_3,5.275896854672099
t value,c,model_3,0.9376181599592379
Pr(>|t|),a,model_3,0.25486585737449297
Pr(>|t|),b,model_3,2.7081403626382866e-5
Pr(>|t|),c,model_3,0.3586208138575948
sigma,model.summary,model_4,0.06274638643536168
resid.sum.sqrs,model.summary,model_4,0.08661639823530629
total.cor,model.summary,model_4,0.8972947687073539
Iterations,model.summary,model_4,8
Estimate,a,model_4,132.6143844315076
Estimate,b,model_4,0.4013526761724981
Estimate,c,model_4,9.396285559543893
Std. Error,a,model_4,59.65004383222837
Std. Error,b,model_4,0.044920684381567766
Std. Error,c,model_4,8.534029274640668
t value,a,model_4,2.2232068228566377
t value,b,model_4,8.934696380921224
t value,c,model_4,1.1010374182176135
Pr(>|t|),a,model_4,0.036786954845299515
Pr(>|t|),b,model_4,8.992088058921152e-9
Pr(>|t|),c,model_4,0.2827816263596717
sigma,model.summary,model_5,0.05058177027957672
resid.sum.sqrs,model.summary,model_5,0.05628734066154917
total.cor,model.summary,model_5,0.9162361139655638
Iterations,model.summary,model_5,11
Estimate,a,model_5,37.42830111914899
Estimate,b,model_5,0.31461558401050266
Estimate,c,model_5,1.8026914587306935
Std. Error,a,model_5,15.89534957940593
Std. Error,b,model_5,0.027510036572125317
Std. Error,c,model_5,2.639323571377632
t value,a,model_5,2.3546698946238482
t value,b,model_5,11.436392793795427
t value,c,model_5,0.6830126772935815
Pr(>|t|),a,model_5,0.02787580673833534
Pr(>|t|),b,model_5,9.95703211765897e-11
Pr(>|t|),c,model_5,0.501728839845841
sigma,model.summary,model_6,0.056101346945171486
resid.sum.sqrs,model.summary,model_6,0.06924194483937504
total.cor,model.summary,model_6,0.9072901874152641
Iterations,model.summary,model_6,9
Estimate,a,model_6,571.6312282546538
Estimate,b,model_6,0.5169474180155424
Estimate,c,model_6,61.93572793844068
Std. Error,a,model_6,344.9512739600806
Std. Error,b,model_6,0.08805139043096691
Std. Error,c,model_6,39.33784054080477
t value,a,model_6,1.6571361563395928
t value,b,model_6,5.870973933351273
t value,c,model_6,1.5744567339479485
Pr(>|t|),a,model_6,0.11168562991625818
Pr(>|t|),b,model_6,6.589648395466835e-6
Pr(>|t|),c,model_6,0.12965406327150167
sigma,model.summary,model_7,0.056655839871013094
resid.sum.sqrs,model.summary,model_7,0.0706174522127773
total.cor,model.summary,model_7,0.9287854022569293
Iterations,model.summary,model_7,8
Estimate,a,model_7,427.40548026800576
Estimate,b,model_7,0.5530824097780346
Estimate,c,model_7,37.256760951440555
Std. Error,a,model_7,190.7651129666136
Std. Error,b,model_7,0.06725500928506431
Std. Error,c,model_7,21.65946435751134
t value,a,model_7,2.2404803143581464
t value,b,model_7,8.22366119129896
t value,c,model_7,1.7201146037815191
Pr(>|t|),a,model_7,0.035483567683320706
Pr(>|t|),b,model_7,3.723701751250045e-8
Pr(>|t|),c,model_7,0.09944968883995195
sigma,model.summary,model_8,0.06159714698365364
resid.sum.sqrs,model.summary,model_8,0.08347258736356829
total.cor,model.summary,model_8,0.9064528792492651
Iterations,model.summary,model_8,10
Estimate,a,model_8,173.26627053756437
Estimate,b,model_8,0.43856217750760135
Estimate,c,model_8,14.799825962192234
Std. Error,a,model_8,74.25629739988806
Std. Error,b,model_8,0.04749166995690837
Std. Error,c,model_8,10.795251289164083
t value,a,model_8,2.333354565263115
t value,b,model_8,9.234507396887313
t value,c,model_8,1.3709570593366187
Pr(>|t|),a,model_8,0.029170835235502093
Pr(>|t|),b,model_8,5.037201056979184e-9
Pr(>|t|),c,model_8,0.18421325471192204
sigma,model.summary,model_9,0.08539430421676351
resid.sum.sqrs,model.summary,model_9,0.16042811823863343
total.cor,model.summary,model_9,0.8333345598312084
Iterations,model.summary,model_9,10
Estimate,a,model_9,322.0007514991407
Estimate,b,model_9,0.4830377312789874
Estimate,c,model_9,33.760628122713975
Std. Error,a,model_9,218.36733271015527
Std. Error,b,model_9,0.08506160075395323
Std. Error,c,model_9,29.943289617927338
t value,a,model_9,1.474582976779502
t value,b,model_9,5.678681414381192
t value,c,model_9,1.127485608745579
Pr(>|t|),a,model_9,0.15449226757421095
Pr(>|t|),b,model_9,1.0365404418420119e-5
Pr(>|t|),c,model_9,0.27168443939529174
sigma,model.summary,model_10,0.03626582384506499
resid.sum.sqrs,model.summary,model_10,0.02893461954154826
total.cor,model.summary,model_10,0.9425783394303221
Iterations,model.summary,model_10,10
Estimate,a,model_10,85.10068810663323
Estimate,b,model_10,0.3135971341092057
Estimate,c,model_10,8.281434418783931
Std. Error,a,model_10,28.151309779308914
Std. Error,b,model_10,0.023611840424589407
Std. Error,c,model_10,4.854199872671787
t value,a,model_10,3.0229743757493606
t value,b,model_10,13.281350732093935
t value,c,model_10,1.7060349050328185
Pr(>|t|),a,model_10,0.006252338429368785
Pr(>|t|),b,model_10,5.532426838276973e-12
Pr(>|t|),c,model_10,0.10208137753922515
sigma,model.summary,model_11,0.05244116359744718
resid.sum.sqrs,model.summary,model_11,0.06050166406799283
total.cor,model.summary,model_11,0.9288104308771118
Iterations,model.summary,model_11,9
Estimate,a,model_11,178.71319512518733
Estimate,b,model_11,0.42823132014158016
Estimate,c,model_11,11.487214023257886
Std. Error,a,model_11,65.38650975289615
Std. Error,b,model_11,0.04056543720639058
Std. Error,c,model_11,8.563605491138548
t value,a,model_11,2.7331814437040145
t value,b,model_11,10.556556261499324
t value,c,model_11,1.3413992546883007
Pr(>|t|),a,model_11,0.012138289271410254
Pr(>|t|),b,model_11,4.465614427043677e-10
Pr(>|t|),c,model_11,0.19347505586961386
sigma,model.summary,model_12,0.07482296534724067
resid.sum.sqrs,model.summary,model_12,0.12316647515379633
total.cor,model.summary,model_12,0.7882764617113732
Iterations,model.summary,model_12,13
Estimate,a,model_12,28.690207429936592
Estimate,b,model_12,0.2573178585044564
Estimate,c,model_12,1.3547487167140133
Std. Error,a,model_12,21.751767052066228
Std. Error,b,model_12,0.038494770541541656
Std. Error,c,model_12,3.8747246399248785
t value,a,model_12,1.3189828376362311
t value,b,model_12,6.684488695075391
t value,c,model_12,0.3496374175224691
Pr(>|t|),a,model_12,0.20073996100181296
Pr(>|t|),b,model_12,1.0156237315306912e-6
Pr(>|t|),c,model_12,0.7299356157853342
sigma,model.summary,model_13,0.04964121143446593
resid.sum.sqrs,model.summary,model_13,0.05421349719898973
total.cor,model.summary,model_13,0.9243999630393767
Iterations,model.summary,model_13,8
Estimate,a,model_13,51.26339935303781
Estimate,b,model_13,0.3369691815392868
Estimate,c,model_13,2.8891395265213395
Std. Error,a,model_13,20.28106328550446
Std. Error,b,model_13,0.028841936324569828
Std. Error,c,model_13,3.2383894832850872
t value,a,model_13,2.527648507939791
t value,b,model_13,11.683306479399928
t value,c,model_13,0.8921531957269508
Pr(>|t|),a,model_13,0.019171399379079804
Pr(>|t|),b,model_13,6.632976646505585e-11
Pr(>|t|),c,model_13,0.38196552835903674
sigma,model.summary,model_14,0.04622173560317356
resid.sum.sqrs,model.summary,model_14,0.04700187452773301
total.cor,model.summary,model_14,0.9191628356551897
Iterations,model.summary,model_14,12
Estimate,a,model_14,93.08424650505984
Estimate,b,model_14,0.33141078712852706
Estimate,c,model_14,8.384847032460874
Std. Error,a,model_14,37.03414774974788
Std. Error,b,model_14,0.030640598767030118
Std. Error,c,model_14,6.109163904058332
t value,a,model_14,2.5134707333907405
t value,b,model_14,10.816067585635158
t value,c,model_14,1.3725032040621468
Pr(>|t|),a,model_14,0.019776129312382384
Pr(>|t|),b,model_14,2.843096978007062e-10
Pr(>|t|),c,model_14,0.18373859850167096
sigma,model.summary,model_15,0.05452046108989686
resid.sum.sqrs,model.summary,model_15,0.06539457490400906
total.cor,model.summary,model_15,0.9188565997302561
Iterations,model.summary,model_15,10
Estimate,a,model_15,125.82143945566472
Estimate,b,model_15,0.40675206305678374
Estimate,c,model_15,11.911978759811046
Std. Error,a,model_15,49.61786129901853
Std. Error,b,model_15,0.03874444496557037
Std. Error,c,model_15,7.951622243164925
t value,a,model_15,2.535809407370679
t value,b,model_15,10.498332429803485
t value,c,model_15,1.4980564211347407
Pr(>|t|),a,model_15,0.01883118548161472
Pr(>|t|),b,model_15,4.946877764062839e-10
Pr(>|t|),c,model_15,0.14833068280739634
sigma,model.summary,model_16,0.050563725620716295
resid.sum.sqrs,model.summary,model_16,0.05624718767023579
total.cor,model.summary,model_16,0.9195242405659014
Iterations,model.summary,model_16,17
Estimate,a,model_16,52.06028829085222
Estimate,b,model_16,0.3315547402649042
Estimate,c,model_16,2.905831586331531
Std. Error,a,model_16,21.31622218793502
Std. Error,b,model_16,0.029467875228608924
Std. Error,c,model_16,3.3850733381081644
t value,a,model_16,2.4422849335994603
t value,b,model_16,11.251396230394443
t value,c,model_16,0.8584250017919937
Pr(>|t|),a,model_16,0.023090408179482134
Pr(>|t|),b,model_16,1.3556043159656456e-10
Pr(>|t|),c,model_16,0.3999141480178262
sigma,model.summary,model_17,0.05005410001449879
resid.sum.sqrs,model.summary,model_17,0.05511908442175185
total.cor,model.summary,model_17,0.9088741591591816
Iterations,model.summary,model_17,7
Estimate,a,model_17,34.78407561303211
Estimate,b,model_17,0.2911793368452435
Estimate,c,model_17,1.1653168461264565
Std. Error,a,model_17,15.498068973230332
Std. Error,b,model_17,0.0267361503868422
Std. Error,c,model_17,2.4728256138094737
t value,a,model_17,2.24441352487941
t value,b,model_17,10.89084750916658
t value,c,model_17,0.47124910046982466
Pr(>|t|),a,model_17,0.03519273010222709
Pr(>|t|),b,model_17,2.4997431870281617e-10
Pr(>|t|),c,model_17,0.6421024580130239
sigma,model.summary,model_18,0.05129078410532361
resid.sum.sqrs,model.summary,model_18,0.057876379751056174
total.cor,model.summary,model_18,0.9372014700064231
Iterations,model.summary,model_18,9
Estimate,a,model_18,163.45832044813412
Estimate,b,model_18,0.44945182676951256
Estimate,c,model_18,12.642319429602479
Std. Error,a,model_18,55.74299349732445
Std. Error,b,model_18,0.038817015885286354
Std. Error,c,model_18,7.90039449670376
t value,a,model_18,2.932356340998798
t value,b,model_18,11.57873207197975
t value,c,model_18,1.6002136899463901
Pr(>|t|),a,model_18,0.007710019946435036
Pr(>|t|),b,model_18,7.872119650369234e-11
Pr(>|t|),c,model_18,0.12381465277609238
sigma,model.summary,model_19,0.0631968774640484
resid.sum.sqrs,model.summary,model_19,0.08786459706653084
total.cor,model.summary,model_19,0.8957693554377232
Iterations,model.summary,model_19,7
Estimate,a,model_19,268.09818889862726
Estimate,b,model_19,0.4441387816258279
Estimate,c,model_19,18.16475354894306
Std. Error,a,model_19,128.14086520222048
Std. Error,b,model_19,0.05653120624818365
Std. Error,c,model_19,15.390218652281268
t value,a,model_19,2.0922145989535705
t value,b,model_19,7.856524052856171
t value,c,model_19,1.1802791083965871
Pr(>|t|),a,model_19,0.04817436371639797
Pr(>|t|),b,model_19,7.961448801201544e-8
Pr(>|t|),c,model_19,0.2504939805327455
sigma,model.summary,model_20,0.04163962652078055
resid.sum.sqrs,model.summary,model_20,0.038144886929382005
total.cor,model.summary,model_20,0.9375967507565275
Iterations,model.summary,model_20,8
Estimate,a,model_20,184.03656703742527
Estimate,b,model_20,0.3749754168748559
Estimate,c,model_20,15.352202621840808
Std. Error,a,model_20,62.96948259279266
Std. Error,b,model_20,0.032666226499758845
Std. Error,c,model_20,8.961620994146147
t value,a,model_20,2.9226310819090275
t value,b,model_20,11.478993965759226
t value,c,model_20,1.7131055455111388
Pr(>|t|),a,model_20,0.007884539038169717
Pr(>|t|),b,model_20,9.278848131028813e-11
Pr(>|t|),c,model_20,0.10075245944973601
sigma,model.summary,model_21,0.02830429376057673
resid.sum.sqrs,model.summary,model_21,0.017624926996270503
total.cor,model.summary,model_21,0.9708034169456271
Iterations,model.summary,model_21,3
Estimate,a,model_21,97.82268448300782
Estimate,b,model_21,0.3320640852843052
Estimate,c,model_21,2.874109264251665
Std. Error,a,model_21,22.23723483537938
Std. Error,b,model_21,0.018731785446912
Std. Error,c,model_21,2.796126925368145
t value,a,model_21,4.399048946830934
t value,b,model_21,17.72730561245282
t value,c,model_21,1.027889413093525
Pr(>|t|),a,model_21,2.2761749204624202e-4
Pr(>|t|),b,model_21,1.6311336253153922e-14
Pr(>|t|),c,model_21,0.3151712725006988
sigma,model.summary,model_22,0.0572639586350197
resid.sum.sqrs,model.summary,model_22,0.07214154108817145
total.cor,model.summary,model_22,0.8694910847994042
