SampID,type,replicate,runDate,BMIS.multiplier,FinalBMIS
TruePooGBT,Poo,Full1,200605,1.029157709796628,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
TruePooGBT,Poo,Full2,200605,1.0205018037541185,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
TruePooGBT,Poo,Full3,200605,0.8828827750390318,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
TruePooGBT,Poo,Full4,200605,0.8565995854546216,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
TruePooGBT,Poo,Full5,200605,0.7409101924093416,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
TruePooGBT,Poo,Full6neg,200605,1.358652993510675,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
TruePooGBT,Poo,Half1,200605,2.0176663704306543,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
TruePooGBT,Poo,Half2,200605,2.0741492504904304,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
TruePooGBT,Poo,Half3,200605,1.794141080157912,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
TruePooGBT,Poo,Half4,200605,1.7620671859957644,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
TruePooGBT,Poo,Half5,200605,1.7380947330692695,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
TruePooGBT,Poo,Half6neg,200605,2.670162091649962,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
QC2,Poo,1,200605,3.008023793915726,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
QC2,Poo,2,200605,2.9980096224032917,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
QC2,Poo,3,200605,2.932644052926754,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
QC2,Poo,4,200605,3.0114433105234233,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
QC2,Poo,5,200605,2.884789857518013,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MBlk-IS,Blk,A,200605,0.918675482750615,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MBlk-IS,Blk,B,200605,0.9563452473979098,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,A,200605,1.044994352122964,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,B,200605,0.9315588291541052,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MT0-IS,Smp,C,200605,0.8842007286455766,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,A,200605,1.0405530029234653,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,B,200605,0.9099180987522749,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MT12-IS,Smp,C,200605,0.8066103953529566,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,A,200605,0.9469929170452022,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,B,200605,0.9681946077047575,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MT36-IS,Smp,C,200605,0.8818738833789729,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,A,200605,1.1032581110609248,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,B,200605,0.8539974380797761,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MT4-IS,Smp,C,200605,1.0433319846502482,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,A,200605,0.9011306410211625,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,B,200605,0.9645621765800398,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MT50-IS,Smp,C,200605,0.8941121841717606,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,A,200605,0.8630569637676249,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,B,200605,0.953975155534447,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MT8-IS,Smp,C,200605,0.9700186305114471,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,A,200605,1.0576461137457658,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,B,200605,0.981180712648658,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate1MTlong-IS,Smp,C,200605,0.8844047944024057,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,A,200605,0.9283724302255459,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,B,200605,1.0185694367465312,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate2MT0-IS,Smp,C,200605,0.9310962348402709,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,A,200605,0.9615874176076031,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,B,200605,0.9252236679951146,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate2MT12-IS,Smp,C,200605,0.9949789748079084,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,A,200605,0.9822383077734874,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,B,200605,0.9391593136320037,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate2MT24-IS,Smp,C,200605,0.8968590442288356,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,A,200605,0.8151221360013668,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,B,200605,0.8589238008402057,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate2MT48-IS,Smp,C,200605,0.8723861082975475,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,A,200605,0.9674610172537774,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,B,200605,0.9495946113307904,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate2MT5-IS,Smp,C,200605,0.876987809622828,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,A,200605,1.000987627387238,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,B,200605,1.0156734691438516,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
GBTFate2MTlong-IS,Smp,C,200605,0.9192924440885244,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
4uMStdsMix1InH2O,Std,1,200605,277.3109974711164,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
4uMStdsMix1InH2O,Std,2,200605,NA,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
4uMStdsMix1InMatrix,Std,1,200605,NA,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
4uMStdsMix1InMatrix,Std,2,200605,NA,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
4uMStdsMix2InH2O,Std,1,200605,NA,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
4uMStdsMix2InH2O,Std,2,200605,NA,"Adenosine Monophosphate, 15N5 - IS.Norm.Area"
